id , Source name , aro-aox-arx
607 , "5BZQJ0409-1238 " , 0.962
608 , "5BZBJ0409-0555 " , -9.9
609 , "5BZBJ0409+1217 " , 0.99
610 , "5BZBJ0409+0640 " , -9.9
611 , "5BZBJ0409-0400 " , 0.761
612 , "5BZQJ0410-7750 " , -9.9
613 , "5BZQJ0410-1636 " , 0.813
614 , "5BZBJ0411-3941 " , 0.531
615 , "5BZQJ0411-5149 " , 0.877
616 , "5BZQJ0412+0010 " , -9.9
617 , "5BZQJ0412+0438 " , -9.9
618 , "5BZQJ0412-4604 " , -9.9
619 , "5BZQJ0413-5332 " , -9.9
620 , "5BZQJ0415-4023 " , -9.9
621 , "5BZUJ0416-2056 " , 0.951
622 , "5BZUJ0416-4355 " , -9.9
623 , "5BZQJ0416-1851 " , 0.954
624 , "5BZBJ0416+0105 " , 0.569
625 , "5BZQJ0419-2132 " , -9.9
626 , "5BZQJ0419-3010 " , 0.885
627 , "5BZQJ0420-1501 " , -9.9
628 , "5BZQJ0421-4818 " , -9.9
629 , "5BZBJ0421-0629 " , 0.586
630 , "5BZQJ0422-0643 " , 0.875
631 , "5BZQJ0422-3844 " , 0.868
632 , "5BZBJ0422+1950 " , 0.57
633 , "5BZQJ0422+1741 " , 0.874
634 , "5BZQJ0422+0219 " , 0.934
635 , "5BZQJ0423-0120 " , 0.957
636 , "5BZBJ0423+4150 " , -9.9
637 , "5BZQJ0424+0204 " , -9.9
638 , "5BZQJ0424-3848 " , 0.826
639 , "5BZQJ0424-3756 " , 0.939
640 , "5BZBJ0424+0036 " , 0.906
641 , "5BZQJ0424+0805 " , 0.932
642 , "5BZBJ0425-5331 " , 0.856
643 , "5BZQJ0425-5754 " , 0.877
644 , "5BZGJ0425-0833 " , 0.614
645 , "5BZQJ0426+0518 " , -9.9
646 , "5BZQJ0427-0756 " , 0.837
647 , "5BZQJ0428+3259 " , 0.946
648 , "5BZQJ0428+1732 " , 0.885
649 , "5BZBJ0428-3756 " , 0.953
650 , "5BZGJ0428-3805 " , 0.854
651 , "5BZBJ0429-3236 " , 0.545
652 , "5BZQJ0429-4328 " , 0.926
653 , "5BZBJ0430-2507 " , 0.94
654 , "5BZQJ0431-0406 " , 0.831
655 , "5BZUJ0431+1731 " , 0.967
656 , "5BZQJ0432-5109 " , -9.9
657 , "5BZUJ0433+0521 " , 0.797
658 , "5BZBJ0433-4502 " , -9.9
659 , "5BZQJ0433-6030 " , 0.982
660 , "5BZBJ0433+2905 " , 0.878
661 , "5BZQJ0433+3237 " , 0.898
662 , "5BZQJ0434-4355 " , -9.9
663 , "5BZBJ0434-2015 " , 0.83
664 , "5BZQJ0434-1442 " , 1.002
665 , "5BZBJ0434-2342 " , -9.9
666 , "5BZQJ0435-0811 " , 0.855
667 , "5BZQJ0435+2532 " , -9.9
668 , "5BZQJ0435+2923 " , -9.9
669 , "5BZQJ0437-1844 " , -9.9
670 , "5BZQJ0437-2954 " , 0.861
671 , "5BZQJ0438+3004 " , -9.9
672 , "5BZQJ0438-1251 " , -9.9
673 , "5BZQJ0438-2012 " , -9.9
674 , "5BZBJ0439-4522 " , 0.897
675 , "5BZGJ0439+0520 " , 0.74
676 , "5BZUJ0439-3210 " , 0.928
677 , "5BZQJ0439-3017 " , -9.9
678 , "5BZQJ0440-4333 " , 1.021
679 , "5BZBJ0440-2459 " , 0.592
680 , "5BZUJ0440+1437 " , 0.932
681 , "5BZBJ0440+2750 " , 0.846
682 , "5BZQJ0441-4313 " , 0.837
683 , "5BZBJ0441-2952 " , -9.9
684 , "5BZBJ0441+1504 " , 0.506
685 , "5BZBJ0442-0018 " , 0.55
686 , "5BZQJ0442-2825 " , 0.805
687 , "5BZQJ0442-0017 " , 0.867
688 , "5BZGJ0445-6014 " , -9.9
689 , "5BZQJ0446+3900 " , 0.934
690 , "5BZQJ0447-0322 " , 0.724
691 , "5BZQJ0448-3659 " , -9.9
692 , "5BZQJ0448-2109 " , 0.902
693 , "5BZQJ0448-5041 " , -9.9
694 , "5BZQJ0448-2626 " , 0.886
695 , "5BZBJ0448-1632 " , 0.65
696 , "5BZQJ0448-7417 " , 0.87
697 , "5BZQJ0448+1127 " , -9.9
698 , "5BZQJ0449+1121 " , 0.955
699 , "5BZQJ0449+6332 " , -9.9
700 , "5BZBJ0449-4350 " , 0.694
701 , "5BZQJ0449-4809 " , -9.9
702 , "5BZQJ0449-3911 " , 0.884
703 , "5BZQJ0449-0057 " , -9.9
704 , "5BZQJ0450-8101 " , 0.955
705 , "5BZQJ0450-1837 " , -9.9
706 , "5BZQJ0451-4653 " , 0.912
707 , "5BZQJ0452+1236 " , -9.9
708 , "5BZQJ0453-2807 " , 1.022
709 , "5BZQJ0455-4615 " , 0.935
710 , "5BZQJ0456-3136 " , 0.846
711 , "5BZQJ0456+0400 " , 0.884
712 , "5BZQJ0457-2324 " , 0.956
713 , "5BZQJ0457+0645 " , 0.902
714 , "5BZQJ0457-1819 " , -9.9
715 , "5BZQJ0501-0159 " , 0.965
716 , "5BZQJ0502+0609 " , -9.9
717 , "5BZBJ0502+1338 " , 0.952
718 , "5BZBJ0503+6534 " , 0.613
719 , "5BZBJ0503-1115 " , 0.532
720 , "5BZQJ0503+6600 " , -9.9
721 , "5BZQJ0503+3403 " , 0.918
722 , "5BZUJ0504-6049 " , 0.928
723 , "5BZQJ0505+0459 " , 0.928
724 , "5BZBJ0505+0415 " , 0.705
725 , "5BZQJ0505-0419 " , 0.925
726 , "5BZQJ0505-2930 " , 0.897
727 , "5BZBJ0505+6113 " , 0.674
728 , "5BZBJ0506-0858 " , 0.736
729 , "5BZQJ0506-6109 " , 0.903
730 , "5BZBJ0506-5435 " , 0.556
731 , "5BZQJ0507-6104 " , 0.886
732 , "5BZBJ0507+6737 " , 0.544
733 , "5BZQJ0508-6433 " , 0.813
734 , "5BZBJ0508+8432 " , 0.964
735 , "5BZBJ0509+0541 " , 0.927
736 , "5BZQJ0509+1011 " , 0.909
737 , "5BZBJ0509-0400 " , 0.58
738 , "5BZBJ0509-2514 " , 0.556
739 , "5BZQJ0510+1800 " , 0.934
740 , "5BZQJ0511+1357 " , -9.9
741 , "5BZQJ0513+0100 " , -9.9
742 , "5BZQJ0513-2159 " , 0.942
743 , "5BZQJ0514+5602 " , 0.954
744 , "5BZQJ0515-4556 " , 0.885
745 , "5BZBJ0515+1527 " , 0.823
746 , "5BZQJ0516-1603 " , 0.944
747 , "5BZBJ0516+7351 " , 0.723
748 , "5BZBJ0516-6207 " , 0.796
749 , "5BZQJ0516-1537 " , -9.9
750 , "5BZQJ0517-0520 " , -9.9
751 , "5BZUJ0517+0858 " , -9.9
752 , "5BZQJ0517+0648 " , 0.933
753 , "5BZQJ0521-1737 " , 0.938
754 , "5BZBJ0521+2112 " , 0.831
755 , "5BZQJ0522+0113 " , -9.9
756 , "5BZQJ0522-0725 " , 0.708
757 , "5BZQJ0522-6107 " , 0.929
758 , "5BZQJ0522-1627 " , -9.9
759 , "5BZUJ0522-3627 " , 0.879
760 , "5BZQJ0523-2614 " , -9.9
761 , "5BZUJ0525-3343 " , 0.853
762 , "5BZQJ0525-2338 " , 0.947
763 , "5BZQJ0525-4557 " , 0.976
764 , "5BZQJ0525-4318 " , -9.9
765 , "5BZQJ0526-4830 " , 0.899
766 , "5BZBJ0527+0331 " , -9.9
767 , "5BZUJ0528-5820 " , 0.84
768 , "5BZQJ0529-0519 " , -9.9
769 , "5BZQJ0530-2503 " , 0.955
770 , "5BZQJ0530+1331 " , 0.968
771 , "5BZQJ0532-3848 " , -9.9
772 , "5BZUJ0532-0307 " , -9.9
773 , "5BZQJ0532+0732 " , 1.002
774 , "5BZQJ0533+4822 " , 0.945
775 , "5BZQJ0533-8324 " , -9.9
776 , "5BZBJ0533-4632 " , 0.89
777 , "5BZBJ0533-7216 " , -9.9
778 , "5BZQJ0534-3747 " , 0.947
779 , "5BZQJ0534-6106 " , 0.912
780 , "5BZQJ0535-0239 " , 0.833
781 , "5BZQJ0536-3401 " , 0.89
782 , "5BZBJ0536-3343 " , 0.656
783 , "5BZBJ0537-5718 " , 0.795
784 , "5BZUJ0538-3908 " , 0.692
785 , "5BZBJ0538-4405 " , 0.939
786 , "5BZQJ0539-3427 " , 0.903
787 , "5BZUJ0539-1550 " , 0.868
788 , "5BZQJ0539+1433 " , -9.9
789 , "5BZQJ0539-2839 " , 0.915
790 , "5BZBJ0540+2507 " , -9.9
791 , "5BZBJ0540+5823 " , 0.594
792 , "5BZQJ0540-5418 " , 0.927
793 , "5BZQJ0541+5312 " , 1.006
794 , "5BZQJ0541-0541 " , 0.989
795 , "5BZBJ0543-5532 " , 0.574
796 , "5BZQJ0544-2241 " , 0.873
797 , "5BZQJ0546-6415 " , 0.758
798 , "5BZBJ0546-2204 " , 0.674
799 , "5BZQJ0547-6728 " , 0.811
800 , "5BZQJ0549-5246 " , 0.796
801 , "5BZQJ0550-5732 " , 0.86
802 , "5BZGJ0550-3216 " , 0.62
803 , "5BZQJ0551-1909 " , 0.869
804 , "5BZBJ0553-2034 " , 0.804
805 , "5BZQJ0554+6857 " , -9.9
806 , "5BZQJ0555+3948 " , 1.013
807 , "5BZBJ0556-4351 " , -9.9
808 , "5BZQJ0557+2413 " , -9.9
809 , "5BZQJ0558-1317 " , -9.9
810 , "5BZBJ0558-3838 " , 0.63
811 , "5BZBJ0558-7459 " , 0.929
812 , "5BZQJ0559-4529 " , 0.93
813 , "5BZQJ0559+5804 " , -9.9
814 , "5BZQJ0600-3937 " , 0.826
815 , "5BZBJ0601+3838 " , 0.987
816 , "5BZQJ0601-7036 " , 0.946
817 , "5BZQJ0601+2324 " , -9.9
818 , "5BZQJ0601-2736 " , 0.871
819 , "5BZQJ0601-2004 " , -9.9
820 , "5BZQJ0603+1742 " , 1.025
821 , "5BZQJ0603-1716 " , -9.9
822 , "5BZBJ0604-4817 " , 0.62
823 , "5BZQJ0604-4225 " , 0.902
824 , "5BZQJ0604+2429 " , -9.9
825 , "5BZQJ0606-0724 " , -9.9
826 , "5BZQJ0606-0024 " , 0.878
827 , "5BZBJ0607-2518 " , 0.592
828 , "5BZBJ0607+4739 " , 0.868
829 , "5BZQJ0607+6720 " , 0.924
830 , "5BZQJ0607-0834 " , 1.018
831 , "5BZUJ0608-1520 " , 0.917
832 , "5BZQJ0608-2220 " , 0.986
833 , "5BZBJ0609-0247 " , 0.788
834 , "5BZQJ0609-0615 " , -9.9
835 , "5BZQJ0609-1542 " , 0.951
836 , "5BZBJ0610-1847 " , 0.876
837 , "5BZQJ0610-6058 " , 0.914
838 , "5BZQJ0610-2301 " , -9.9
839 , "5BZQJ0612-4337 " , 0.926
840 , "5BZQJ0612-3138 " , 0.948
841 , "5BZBJ0612+4122 " , 0.899
842 , "5BZBJ0613+7107 " , 0.737
843 , "5BZQJ0613+1306 " , 0.929
844 , "5BZQJ0614-2536 " , -9.9
845 , "5BZQJ0614+6046 " , -9.9
846 , "5BZBJ0615-3117 " , 0.882
847 , "5BZQJ0617-2200 " , -9.9
848 , "5BZBJ0617+5701 " , 0.882
849 , "5BZGJ0617-1715 " , 0.971
850 , "5BZQJ0617+7816 " , 0.85
851 , "5BZQJ0618+4620 " , 0.897
852 , "5BZQJ0618-7843 " , 0.922
853 , "5BZUJ0619-1140 " , 0.998
854 , "5BZUJ0620-2515 " , -9.9
855 , "5BZBJ0621+1747 " , 0.616
856 , "5BZBJ0621-3411 " , 0.571
857 , "5BZUJ0621+3750 " , -9.9
858 , "5BZQJ0622-1927 " , -9.9
859 , "5BZUJ0622+3326 " , 0.866
860 , "5BZQJ0623-6436 " , 0.762
861 , "5BZQJ0623-4413 " , 0.867
862 , "5BZBJ0623-5257 " , 0.755
863 , "5BZQJ0624+3856 " , 0.952
864 , "5BZBJ0624-3230 " , 0.77
865 , "5BZBJ0625+4440 " , 0.827
866 , "5BZQJ0625-5438 " , 0.983
867 , "5BZBJ0628-6248 " , -9.9
868 , "5BZBJ0629-1959 " , 0.979
869 , "5BZQJ0630-1323 " , -9.9
870 , "5BZBJ0630-2406 " , 0.771
871 , "5BZQJ0631-4154 " , -9.9
872 , "5BZQJ0631-1410 " , -9.9
873 , "5BZQJ0631+5311 " , -9.9
874 , "5BZQJ0632-5404 " , 0.744
875 , "5BZQJ0632-2614 " , -9.9
876 , "5BZQJ0632+3200 " , -9.9
877 , "5BZQJ0633-2223 " , -9.9
878 , "5BZBJ0635-2620 " , -9.9
879 , "5BZQJ0635-7516 " , 0.938
880 , "5BZQJ0636-2113 " , -9.9
881 , "5BZBJ0639-3346 " , -9.9
882 , "5BZQJ0639+7324 " , 0.912
883 , "5BZQJ0642+6758 " , 0.946
884 , "5BZQJ0642-6150 " , -9.9
885 , "5BZGJ0643+4214 " , 0.58
886 , "5BZQJ0644-3459 " , -9.9
887 , "5BZQJ0644+3914 " , 0.971
888 , "5BZUJ0645+6024 " , 0.827
889 , "5BZQJ0646-3903 " , -9.9
890 , "5BZQJ0646+4451 " , 0.957
891 , "5BZQJ0648-4347 " , 0.84
892 , "5BZQJ0648-3044 " , 0.967
893 , "5BZQJ0648-1744 " , -9.9
894 , "5BZBJ0648+1516 " , 0.635
895 , "5BZQJ0649-5920 " , -9.9
896 , "5BZQJ0650+6001 " , -9.9
897 , "5BZBJ0650+2502 " , 0.605
898 , "5BZQJ0650+5616 " , -9.9
899 , "5BZQJ0653+3705 " , -9.9
900 , "5BZQJ0654+5042 " , 0.87
901 , "5BZQJ0654+4514 " , 0.862
902 , "5BZGJ0654+4247 " , 0.858
903 , "5BZGJ0656+4237 " , 0.834
904 , "5BZQJ0656-0323 " , -9.9
905 , "5BZBJ0656-2403 " , 0.889
906 , "5BZQJ0657+2423 " , 0.937
907 , "5BZUJ0658-5840 " , -9.9
908 , "5BZQJ0659-2745 " , -9.9
909 , "5BZBJ0700-6610 " , 0.858
910 , "5BZQJ0701-4634 " , 0.925
911 , "5BZQJ0702+8549 " , 0.908
912 , "5BZBJ0702-1951 " , -9.9
913 , "5BZBJ0706+3744 " , 0.744
914 , "5BZBJ0706+7741 " , 0.791
915 , "5BZBJ0707+6110 " , -9.9
916 , "5BZBJ0708+2241 " , 0.722
917 , "5BZGJ0709+5010 " , 0.8
918 , "5BZUJ0709-0255 " , -9.9
919 , "5BZBJ0710+5908 " , 0.603
920 , "5BZQJ0710+4220 " , 0.905
921 , "5BZBJ0710+4732 " , 0.914
922 , "5BZBJ0712+5719 " , 0.591
923 , "5BZBJ0712+5033 " , 0.859
924 , "5BZUJ0713+4349 " , 1.035
925 , "5BZQJ0713+1935 " , 0.886
926 , "5BZQJ0714+3534 " , 0.992
927 , "5BZQJ0717+4538 " , 0.913
928 , "5BZBJ0718-4319 " , 0.81
929 , "5BZQJ0719-6218 " , -9.9
930 , "5BZQJ0719+3307 " , 0.906
931 , "5BZQJ0721+0406 " , 0.9
932 , "5BZBJ0721+7120 " , 0.837
933 , "5BZQJ0722+3722 " , -9.9
934 , "5BZBJ0722-0731 " , 0.662
935 , "5BZBJ0723+5841 " , 0.669
936 , "5BZBJ0723-8247 " , -9.9
937 , "5BZQJ0723+2859 " , -9.9
938 , "5BZQJ0724-0715 " , 0.866
939 , "5BZBJ0724+2621 " , -9.9
940 , "5BZQJ0725+1425 " , 0.939
941 , "5BZUJ0725-0054 " , 0.846
942 , "5BZQJ0726+2153 " , 0.871
943 , "5BZQJ0726-4728 " , 0.966
944 , "5BZQJ0726+0636 " , -9.9
945 , "5BZBJ0726+3734 " , 0.709
946 , "5BZUJ0727+4844 " , -9.9
947 , "5BZQJ0728-4745 " , -9.9
948 , "5BZQJ0728+5701 " , 0.858
949 , "5BZUJ0729-1320 " , 0.892
950 , "5BZQJ0730-1141 " , 1.038
951 , "5BZBJ0730+3307 " , 0.593
952 , "5BZUJ0730-3208 " , -9.9
953 , "5BZQJ0730+4049 " , -9.9
954 , "5BZQJ0731+2451 " , -9.9
955 , "5BZBJ0731+2804 " , 0.667
956 , "5BZQJ0732+2548 " , -9.9
957 , "5BZBJ0733+3515 " , 0.71
958 , "5BZBJ0733+4111 " , -9.9
959 , "5BZQJ0733+5022 " , 0.929
960 , "5BZQJ0733+0456 " , -9.9
961 , "5BZQJ0735+4750 " , 0.868
962 , "5BZQJ0735+7115 " , 0.803
963 , "5BZQJ0736+2604 " , -9.9
964 , "5BZBJ0737+2846 " , 0.665
965 , "5BZBJ0737+3216 " , -9.9
966 , "5BZGJ0737+3517 " , 0.665
967 , "5BZGJ0737+5941 " , 0.849
968 , "5BZBJ0738+1742 " , 0.928
969 , "5BZQJ0738-6735 " , -9.9
970 , "5BZQJ0739+0137 " , 0.882
971 , "5BZQJ0740+2852 " , 0.895
972 , "5BZBJ0740+3226 " , -9.9
973 , "5BZGJ0741+3205 " , 0.823
974 , "5BZQJ0741+3112 " , 0.982
975 , "5BZQJ0741+2557 " , 0.717
976 , "5BZQJ0741-4709 " , 0.907
977 , "5BZQJ0742+4900 " , -9.9
978 , "5BZQJ0742+3944 " , 0.859
979 , "5BZUJ0742+5444 " , 0.875
980 , "5BZUJ0742+3744 " , 0.759
981 , "5BZBJ0742+3018 " , -9.9
982 , "5BZBJ0743+1714 " , -9.9
983 , "5BZQJ0743-5619 " , -9.9
984 , "5BZQJ0743-6726 " , 0.952
985 , "5BZQJ0743+2328 " , 0.865
986 , "5BZBJ0744+7433 " , 0.562
987 , "5BZQJ0744+2920 " , 0.819
988 , "5BZGJ0745+3312 " , 0.804
989 , "5BZQJ0745+1011 " , 1.042
990 , "5BZQJ0745-0044 " , 0.945
991 , "5BZBJ0745+2226 " , 0.771
992 , "5BZQJ0745+3313 " , 0.818
993 , "5BZBJ0746-1555 " , 0.898
994 , "5BZQJ0746+2549 " , 0.905
995 , "5BZQJ0746-5618 " , -9.9
996 , "5BZQJ0747-6744 " , 0.838
997 , "5BZBJ0747+7639 " , -9.9
998 , "5BZUJ0747+0905 " , 0.64
999 , "5BZQJ0748-5258 " , 0.952
1000 , "5BZQJ0748+2400 " , 0.893
1001 , "5BZGJ0748+2115 " , 0.685
1002 , "5BZQJ0749+4510 " , 0.75
1003 , "5BZGJ0749+2313 " , 0.781
1004 , "5BZQJ0749+7420 " , 0.977
1005 , "5BZBJ0749+7451 " , 0.611
1006 , "5BZQJ0750+1823 " , 0.937
1007 , "5BZQJ0750+4814 " , 0.975
1008 , "5BZQJ0750+1021 " , -9.9
1009 , "5BZQJ0750+1231 " , 0.873
1010 , "5BZQJ0750-6726 " , 0.832
1011 , "5BZGJ0751+2913 " , 0.707
1012 , "5BZQJ0751-0046 " , 0.985
1013 , "5BZGJ0751+1730 " , 0.586
1014 , "5BZBJ0751+3928 " , -9.9
1015 , "5BZQJ0751+3313 " , -9.9
1016 , "5BZQJ0752+3730 " , 0.887
1017 , "5BZBJ0753+5352 " , 0.939
1018 , "5BZGJ0753+2921 " , 0.552
1019 , "5BZGJ0754+4202 " , -9.9
1020 , "5BZBJ0754-1147 " , -9.9
1021 , "5BZGJ0754+4546 " , 0.793
1022 , "5BZGJ0754+3910 " , 0.764
1023 , "5BZBJ0754+4823 " , 0.849
1024 , "5BZQJ0754+3033 " , 0.778
1025 , "5BZBJ0755+3726 " , 0.545
1026 , "5BZBJ0756+4140 " , 0.723
1027 , "5BZGJ0756+3834 " , 0.759
1028 , "5BZQJ0756-1542 " , 0.939
1029 , "5BZBJ0757+0956 " , 0.877
1030 , "5BZGJ0758+2705 " , -9.9
1031 , "5BZBJ0800+6210 " , 0.626
1032 , "5BZBJ0800+1645 " , 0.862
1033 , "5BZQJ0800+5010 " , -9.9
1034 , "5BZBJ0801+6444 " , 0.651
1035 , "5BZBJ0801+4401 " , -9.9
1036 , "5BZBJ0801+1336 " , -9.9
1037 , "5BZBJ0802+1006 " , -9.9
1038 , "5BZQJ0802+1809 " , -9.9
1039 , "5BZBJ0803+2437 " , 0.744
1040 , "5BZBJ0803+4816 " , 0.611
1041 , "5BZUJ0804-1712 " , -9.9
1042 , "5BZQJ0805+6144 " , 0.908
1043 , "5BZBJ0805+7534 " , 0.638
1044 , "5BZBJ0806+1330 " , -9.9
1045 , "5BZBJ0806+5931 " , 0.662
1046 , "5BZQJ0806+4504 " , -9.9
1047 , "5BZQJ0807+5117 " , -9.9
1048 , "5BZBJ0807-0541 " , 0.914
1049 , "5BZQJ0808+4752 " , 0.74
1050 , "5BZQJ0808-0751 " , 0.926
1051 , "5BZQJ0808+7315 " , -9.9
1052 , "5BZQJ0808+4950 " , 0.982
1053 , "5BZQJ0808+4052 " , 0.905
1054 , "5BZGJ0809+3122 " , -9.9
1055 , "5BZGJ0809+3455 " , 0.708
1056 , "5BZQJ0809+5341 " , -9.9
1057 , "5BZBJ0809+5218 " , 0.677
1058 , "5BZQJ0810+3847 " , 0.706
1059 , "5BZGJ0810+4911 " , 0.715
1060 , "5BZGJ0810+2846 " , -9.9
1061 , "5BZQJ0810+4134 " , 0.859
1062 , "5BZQJ0811+5714 " , 0.851
1063 , "5BZBJ0811-7530 " , 0.817
1064 , "5BZQJ0811+4533 " , 0.887
1065 , "5BZBJ0811+0146 " , 0.989
1066 , "5BZQJ0811+4831 " , 0.792
1067 , "5BZBJ0812+1141 " , -9.9
1068 , "5BZQJ0812-1810 " , -9.9
1069 , "5BZBJ0812+6509 " , 0.683
1070 , "5BZBJ0812+5554 " , 0.696
1071 , "5BZQJ0813+2542 " , 0.936
1072 , "5BZQJ0814+3237 " , 0.87
1073 , "5BZBJ0814-1012 " , 0.636
1074 , "5BZBJ0814+2940 " , 0.681
1075 , "5BZGJ0814+0857 " , 0.677
1076 , "5BZBJ0814+6431 " , 0.862
1077 , "5BZQJ0815+3635 " , -9.9
1078 , "5BZGJ0816-0735 " , -9.9
1079 , "5BZBJ0816+4910 " , -9.9
1080 , "5BZBJ0816+5739 " , 0.713
1081 , "5BZBJ0816-1311 " , 0.613
1082 , "5BZBJ0816+6208 " , 0.759
1083 , "5BZBJ0816+2051 " , -9.9
1084 , "5BZBJ0817-0933 " , -9.9
1085 , "5BZBJ0817+3243 " , 0.641
1086 , "5BZBJ0818+4222 " , 0.992
1087 , "5BZBJ0818+2814 " , 0.846
1088 , "5BZBJ0818+3153 " , -9.9
1089 , "5BZQJ0819+3226 " , 0.807
1090 , "5BZBJ0819-0756 " , 0.579
1091 , "5BZBJ0819+2747 " , -9.9
1092 , "5BZBJ0819+4037 " , -9.9
1093 , "5BZBJ0819+1429 " , -9.9
1094 , "5BZBJ0820+3640 " , -9.9
1095 , "5BZGJ0820+4853 " , 0.826
1096 , "5BZBJ0820+2353 " , 0.733
1097 , "5BZBJ0820-1258 " , 0.895
1098 , "5BZQJ0821-0323 " , -9.9
1099 , "5BZQJ0821+5031 " , -9.9
1100 , "5BZQJ0822+4041 " , -9.9
1101 , "5BZBJ0823+1125 " , 0.644
1102 , "5BZGJ0823+1524 " , -9.9
1103 , "5BZBJ0823+2223 " , 1.011
1104 , "5BZQJ0823+2928 " , -9.9
1105 , "5BZQJ0824+5552 " , 0.926
1106 , "5BZQJ0824-1527 " , -9.9
1107 , "5BZQJ0824+3916 " , 0.891
1108 , "5BZQJ0825+1332 " , -9.9
1109 , "5BZQJ0825+6157 " , 0.881
1110 , "5BZQJ0825+2704 " , 0.84
1111 , "5BZBJ0825+0309 " , 0.884
1112 , "5BZBJ0826-2230 " , 0.862
1113 , "5BZBJ0826+4130 " , -9.9
1114 , "5BZBJ0827+0841 " , 0.67
1115 , "5BZQJ0827+3525 " , -9.9
1116 , "5BZBJ0828+2312 " , -9.9
1117 , "5BZGJ0828+4153 " , 0.713
1118 , "5BZGJ0829+1754 " , 0.781
1119 , "5BZGJ0830+3923 " , -9.9
1120 , "5BZQJ0830-0636 " , -9.9
1121 , "5BZQJ0830+2410 " , 0.868
1122 , "5BZGJ0831+5400 " , -9.9
1123 , "5BZQJ0831-2228 " , -9.9
1124 , "5BZBJ0831+1746 " , -9.9
1125 , "5BZGJ0831+4608 " , -9.9
1126 , "5BZBJ0831+0429 " , 0.958
1127 , "5BZQJ0831+0847 " , 0.834
1128 , "5BZBJ0832+4913 " , 0.944
1129 , "5BZBJ0832+3300 " , 0.542
1130 , "5BZQJ0833+0350 " , -9.9
1131 , "5BZQJ0833-7305 " , -9.9
1132 , "5BZQJ0833+4224 " , 0.854
1133 , "5BZBJ0833+4726 " , 0.618
1134 , "5BZQJ0834+6019 " , 0.921
1135 , "5BZBJ0834+1825 " , 0.77
1136 , "5BZQJ0834-2241 " , -9.9
1137 , "5BZGJ0834+5534 " , 0.98
1138 , "5BZBJ0834+4403 " , -9.9
1139 , "5BZBJ0835+0937 " , -9.9
1140 , "5BZQJ0835+6835 " , -9.9
1141 , "5BZGJ0835+1517 " , -9.9
1142 , "5BZQJ0836+0053 " , -9.9
1143 , "5BZQJ0836+2728 " , 0.902
1144 , "5BZQJ0836+4125 " , 0.846
1145 , "5BZQJ0836-2016 " , 0.965
1146 , "5BZQJ0836-2233 " , 0.847
1147 , "5BZQJ0837+5825 " , 0.998
1148 , "5BZBJ0837+1458 " , 0.572
1149 , "5BZQJ0837+2454 " , 0.913
1150 , "5BZBJ0837+1759 " , -9.9
1151 , "5BZGJ0839+4015 " , -9.9
1152 , "5BZBJ0839+3618 " , 0.654
1153 , "5BZBJ0839+1802 " , 0.892
1154 , "5BZBJ0839+3540 " , -9.9
1155 , "5BZQJ0839+5112 " , -9.9
1156 , "5BZUJ0839+0204 " , -9.9
1157 , "5BZBJ0839+0319 " , -9.9
1158 , "5BZQJ0839+0104 " , 0.895
1159 , "5BZBJ0840+3440 " , -9.9
1160 , "5BZUJ0840+1312 " , 0.946
1161 , "5BZBJ0840+3721 " , -9.9
1162 , "5BZBJ0841-3555 " , 0.66
1163 , "5BZQJ0841+7053 " , 0.844
1164 , "5BZQJ0842+4018 " , 0.66
1165 , "5BZQJ0842+1835 " , 0.934
1166 , "5BZQJ0842+4525 " , -9.9
1167 , "5BZBJ0842+0252 " , 0.705
1168 , "5BZQJ0843+3742 " , -9.9
1169 , "5BZBJ0844+5312 " , 0.811
1170 , "5BZQJ0845-6527 " , -9.9
1171 , "5BZQJ0845-5555 " , -9.9
1172 , "5BZQJ0846+0641 " , 0.772
1173 , "5BZUJ0847-2337 " , 0.725
1174 , "5BZBJ0847+1133 " , 0.562
1175 , "5BZBJ0847-0703 " , 0.803
1176 , "5BZQJ0847-0520 " , -9.9
1177 , "5BZGJ0848+8111 " , 0.617
1178 , "5BZBJ0848+0506 " , 0.5
1179 , "5BZBJ0848+6606 " , -9.9
1180 , "5BZBJ0849+0206 " , -9.9
1181 , "5BZBJ0849+0455 " , -9.9
1182 , "5BZUJ0849+5108 " , 0.909
1183 , "5BZBJ0850+4854 " , -9.9
1184 , "5BZGJ0850+4036 " , 0.778
1185 , "5BZQJ0850-1213 " , 0.922
1186 , "5BZQJ0850+5931 " , -9.9
1187 , "5BZGJ0850+3455 " , 0.696
1188 , "5BZBJ0851+0549 " , 0.623
1189 , "5BZBJ0851+5528 " , -9.9
1190 , "5BZQJ0852+2833 " , 0.912
1191 , "5BZQJ0852+4734 " , 0.73
1192 , "5BZGJ0852+2433 " , 0.803
1193 , "5BZQJ0853-0150 " , -9.9
1194 , "5BZQJ0853+2813 " , 0.892
1195 , "5BZBJ0854+4408 " , 0.714
1196 , "5BZBJ0854+2754 " , 0.711
1197 , "5BZQJ0854+5327 " , -9.9
1198 , "5BZQJ0854+5757 " , 0.978
1199 , "5BZBJ0854+2006 " , 0.92
1200 , "5BZBJ0854+6218 " , 0.817
1201 , "5BZBJ0855+2601 " , -9.9
1202 , "5BZBJ0855+4237 " , 0.607
1203 , "5BZQJ0855-0021 " , -9.9
1204 , "5BZGJ0856+5418 " , 0.674
1205 , "5BZUJ0856+0140 " , -9.9
